date,price
2023-10-01,60.03581571356855
2023-10-02,56.564719721332175
2023-10-03,61.61736215992145
2023-10-04,60.69670893450714
2023-10-05,57.89924092994422
2023-10-06,60.24430729746506
2023-10-07,58.65140241098384
2023-10-08,60.397310708379365
2023-10-09,62.31745736082366
2023-10-10,65.55105885650873
2023-10-11,55.667645754106026
2023-10-12,67.46561681129694
2023-10-13,53.16769270167124
2023-10-14,59.468752167375456
2023-10-15,62.05911022269601
2023-10-16,60.98347153707262
2023-10-17,57.82055168062792
2023-10-18,59.271572123749536
2023-10-19,58.27449672869408
2023-10-20,57.937223350695255
2023-10-21,62.97360733957359
2023-10-22,61.24955420087767
2023-10-23,57.57481641658771
2023-10-24,63.14859956401638
2023-10-25,61.07554832306813
2023-10-26,62.84501741593636
2023-10-27,62.203700946732646
2023-10-28,57.098517461772744
2023-10-29,58.039366359310606
2023-10-30,62.61552761793141
2023-10-31,62.13629592901713
2023-11-01,59.92684442112548
2023-11-02,60.41064584158074
2023-11-03,64.47182713525949
2023-11-04,57.9295001390746
2023-11-05,61.91484083409513
2023-11-06,59.29232571648137
2023-11-07,59.238115788704725
2023-11-08,63.845718981955166
2023-11-09,62.88895722145811
2023-11-10,62.84728372600223
2023-11-11,64.56917582504015
2023-11-12,60.07351344571466
2023-11-13,62.38683539953237
2023-11-14,58.914066351922905
2023-11-15,61.134582233709544
2023-11-16,59.5444993097131
2023-11-17,60.339485877474516
2023-11-18,62.083049589029194
2023-11-19,57.136227608682844
2023-11-20,67.32335546489911
2023-11-21,56.47893916475104
2023-11-22,55.750339855242935
2023-11-23,64.05338805725023
2023-11-24,62.770819428870276
2023-11-25,62.18441935968254
2023-11-26,62.19920928242498
2023-11-27,59.9571362950358
2023-11-28,56.85960969979959
2023-11-29,60.26531595367804
2023-11-30,57.62993400970761
2023-12-01,63.41291906696213
2023-12-02,59.485299164742514
2023-12-03,57.11075981122621
2023-12-04,58.875149554214524
2023-12-05,61.445260089964684
2023-12-06,58.026964065186085
2023-12-07,57.12222861551749
2023-12-08,60.852905240221695
2023-12-09,60.85738299888053
2023-12-10,58.225698886201045
2023-12-11,58.351365930335874
2023-12-12,60.812174780751725
2023-12-13,54.93170480475936
2023-12-14,55.07387678968205
2023-12-15,57.48544522561647
2023-12-16,59.252934969008535
2023-12-17,61.08817647959302
2023-12-18,65.16374675932343
2023-12-19,63.001808681207066
2023-12-20,59.44021514512801
2023-12-21,59.93344327234059
2023-12-22,56.49114722376767
2023-12-23,59.93520402402663
2023-12-24,58.98969476377952
2023-12-25,61.12951496118331
2023-12-26,57.10469169756687
2023-12-27,61.8177127998441
2023-12-28,65.36458619550902
2023-12-29,59.619339480400996
2023-12-30,61.405991027346296
2023-12-31,62.415503970988894
2024-01-01,58.595728348399575
2024-01-02,60.78432368633646
2024-01-03,60.04407340273628
2024-01-04,60.34186634492091
2024-01-05,57.294465756505865
2024-01-06,60.0857856099063
2024-01-07,61.742994019359074
2024-01-08,65.07900262728265
2024-01-09,63.35744789129822
2024-01-10,67.53613860129045
2024-01-11,57.314283529891824
2024-01-12,63.053122228522376
2024-01-13,60.64169702008423
2024-01-14,67.66431026626185
2024-01-15,57.17095600125697
2024-01-16,57.06097355236729
2024-01-17,57.90212574094592
2024-01-18,52.56636496491568
2024-01-19,58.159857424117334
2024-01-20,57.343035684562054
2024-01-21,60.526378252666724
2024-01-22,61.19614591522006
2024-01-23,66.56659793725561
2024-01-24,63.32648343365118
2024-01-25,57.98083720518159
2024-01-26,56.855548650280745
2024-01-27,61.72171710027277
2024-01-28,55.379183775427755
2024-01-29,66.41010568049023
2024-01-30,64.1280404225245
2024-01-31,58.35788521763353
2024-02-01,54.00402914818193
2024-02-02,64.73855330957895
2024-02-03,59.599110541615836
2024-02-04,64.33235709190711
