date,price,regime
2023-06-23,51.194031911858254,1
2023-06-24,50.968417797655064,1
2023-06-25,52.89514137162608,1
2023-06-26,50.04550662157268,1
2023-06-27,55.08736927005061,1
2023-06-28,49.07370108366715,1
2023-06-29,59.52059208306367,1
2023-06-30,52.18983571717752,1
2023-07-01,46.99994855254301,1
2023-07-02,46.251876256786105,1
2023-07-03,51.68865345335115,1
2023-07-04,49.217880251359524,1
2023-07-05,52.49900172932232,1
2023-07-06,51.656331686007405,1
2023-07-07,49.74509880570095,1
2023-07-08,47.03622198676058,1
2023-07-09,44.698034713599476,1
2023-07-10,48.437197667765425,1
2023-07-11,52.99739578013215,1
2023-07-12,50.749328104455714,1
2023-07-13,45.639914274508044,1
2023-07-14,50.60613324047914,1
2023-07-15,51.348610829050926,1
2023-07-16,46.90649897329603,1
2023-07-17,50.53803787080935,1
2023-07-18,50.203730514561,1
2023-07-19,45.99960395759282,1
2023-07-20,51.25225576121899,1
2023-07-21,51.96274584228882,1
2023-07-22,53.79067935111347,1
2023-07-23,53.68830718212216,1
2023-07-24,45.17815721215018,1
2023-07-25,46.71761236029707,1
2023-07-26,51.80262343523031,1
2023-07-27,51.79825082819273,1
2023-07-28,51.80266690207117,1
2023-07-29,63.48456021729152,1
2023-07-30,51.998116787426085,1
2023-07-31,53.9744797406321,1
2023-08-01,53.339006172226206,1
2023-08-02,52.27986937957029,1
2023-08-03,48.89655764375879,1
2023-08-04,52.65639227172643,1
2023-08-05,47.2951117491185,1
2023-08-06,49.171134876409965,1
2023-08-07,48.30122758259814,1
2023-08-08,50.28655948785213,1
2023-08-09,58.10130498335728,1
2023-08-10,43.46457182592888,1
2023-08-11,52.4019106663108,1
2023-08-12,44.35549445083622,1
2023-08-13,48.348238469736984,1
2023-08-14,53.811327089385784,1
2023-08-15,50.22498006683412,1
2023-08-16,46.22789327724743,1
2023-08-17,47.49643701759011,1
2023-08-18,52.37859212127137,1
2023-08-19,47.443716788990024,1
2023-08-20,50.757605063536914,1
2023-08-21,50.15950143966335,1
2023-08-22,47.71939878337964,1
2023-08-23,57.50380431263864,1
2023-08-24,52.21871657811304,1
2023-08-25,42.91200094669838,1
2023-08-26,50.652590101692994,1
2023-08-27,47.683747373310645,1
2023-08-28,52.98351667178678,1
2023-08-29,47.226177415485544,1
2023-08-30,49.598422454865855,1
2023-08-31,51.7674554764316,1
2023-09-01,53.03014317959543,1
2023-09-02,45.798962575304785,1
2023-09-03,48.82924567455668,1
2023-09-04,48.33769141093666,1
2023-09-05,47.713347685992005,1
2023-09-06,56.17908984098384,1
2023-09-07,51.417435988363344,1
2023-09-08,45.58690615982734,1
2023-09-09,53.21251681469172,1
2023-09-10,57.427546689544215,1
2023-09-11,53.613628411929014,1
2023-09-12,44.682205119160955,1
2023-09-13,48.30518074496812,1
2023-09-14,54.43418902215318,1
2023-09-15,47.52315687033427,1
2023-09-16,51.5533679985118,1
2023-09-17,52.711219187002676,1
2023-09-18,46.75574334947671,1
2023-09-19,49.7916612537837,1
2023-09-20,38.65556430975825,1
2023-09-21,46.414643255329985,1
2023-09-22,69.11601147012394,2
2023-09-23,65.63275886312303,2
2023-09-24,75.71343956376073,2
2023-09-25,64.99450517713778,2
2023-09-26,68.45984429656056,2
2023-09-27,70.45759202050132,2
2023-09-28,75.04445651173141,2
2023-09-29,64.97448247087196,2
2023-09-30,74.07107313254235,2
2023-10-01,70.03581571356855,2
2023-10-02,66.56471972133217,2
2023-10-03,71.61736215992144,2
2023-10-04,70.69670893450714,2
2023-10-05,67.89924092994421,2
2023-10-06,70.24430729746507,2
2023-10-07,68.65140241098383,2
2023-10-08,70.39731070837936,2
2023-10-09,72.31745736082367,2
2023-10-10,75.55105885650873,2
2023-10-11,65.66764575410603,2
2023-10-12,77.46561681129694,2
2023-10-13,63.16769270167124,2
2023-10-14,69.46875216737546,2
2023-10-15,72.05911022269602,2
2023-10-16,70.98347153707262,2
2023-10-17,67.82055168062791,2
2023-10-18,69.27157212374954,2
2023-10-19,68.27449672869409,2
2023-10-20,67.93722335069526,2
2023-10-21,72.97360733957359,2
2023-10-22,71.24955420087767,2
2023-10-23,67.57481641658771,2
2023-10-24,73.14859956401638,2
2023-10-25,71.07554832306813,2
2023-10-26,72.84501741593635,2
2023-10-27,72.20370094673264,2
2023-10-28,67.09851746177274,2
2023-10-29,68.0393663593106,2
2023-10-30,72.61552761793142,2
2023-10-31,72.13629592901712,2
2023-11-01,69.92684442112548,2
2023-11-02,70.41064584158073,2
2023-11-03,74.47182713525949,2
2023-11-04,67.92950013907459,2
2023-11-05,71.91484083409513,2
2023-11-06,69.29232571648137,2
2023-11-07,69.23811578870473,2
2023-11-08,73.84571898195517,2
2023-11-09,72.8889572214581,2
2023-11-10,72.84728372600223,2
2023-11-11,74.56917582504015,2
2023-11-12,70.07351344571465,2
2023-11-13,72.38683539953237,2
2023-11-14,68.9140663519229,2
2023-11-15,71.13458223370955,2
2023-11-16,69.5444993097131,2
2023-11-17,70.33948587747452,2
2023-11-18,72.0830495890292,2
2023-11-19,67.13622760868284,2
2023-11-20,77.32335546489911,2
2023-11-21,66.47893916475104,2
2023-11-22,65.75033985524294,2
2023-11-23,74.05338805725023,2
2023-11-24,72.77081942887027,2
2023-11-25,72.18441935968254,2
2023-11-26,72.19920928242497,2
2023-11-27,69.9571362950358,2
2023-11-28,66.85960969979959,2
2023-11-29,70.26531595367804,2
2023-11-30,67.62993400970761,2
2023-12-01,73.41291906696213,2
2023-12-02,69.48529916474251,2
2023-12-03,67.11075981122622,2
2023-12-04,68.87514955421452,2
2023-12-05,71.44526008996469,2
2023-12-06,68.02696406518609,2
2023-12-07,67.12222861551749,2
2023-12-08,70.85290524022169,2
2023-12-09,70.85738299888052,2
2023-12-10,68.22569888620104,2
2023-12-11,68.35136593033587,2
2023-12-12,70.81217478075173,2
2023-12-13,64.93170480475936,2
2023-12-14,65.07387678968206,2
2023-12-15,67.48544522561647,2
2023-12-16,69.25293496900854,2
2023-12-17,71.08817647959302,2
2023-12-18,75.16374675932343,2
2023-12-19,73.00180868120707,2
2023-12-20,69.44021514512801,2
2023-12-21,69.93344327234058,2
2023-12-22,66.49114722376767,2
2023-12-23,69.93520402402663,2
2023-12-24,68.98969476377951,2
2023-12-25,71.12951496118332,2
2023-12-26,67.10469169756686,2
2023-12-27,71.8177127998441,2
2023-12-28,75.36458619550902,2
2023-12-29,69.619339480401,2
2023-12-30,71.40599102734629,2
2023-12-31,72.4155039709889,2
2024-01-01,68.59572834839958,2
2024-01-02,70.78432368633646,2
2024-01-03,70.04407340273629,2
2024-01-04,70.34186634492092,2
2024-01-05,67.29446575650587,2
2024-01-06,70.0857856099063,2
2024-01-07,71.74299401935907,2
2024-01-08,75.07900262728265,2
2024-01-09,73.35744789129822,2
2024-01-10,77.53613860129045,2
2024-01-11,67.31428352989182,2
2024-01-12,73.05312222852237,2
2024-01-13,70.64169702008424,2
2024-01-14,77.66431026626185,2
2024-01-15,67.17095600125697,2
2024-01-16,67.06097355236729,2
2024-01-17,67.90212574094592,2
2024-01-18,62.56636496491568,2
2024-01-19,68.15985742411733,2
2024-01-20,67.34303568456205,2
2024-01-21,70.52637825266673,2
2024-01-22,71.19614591522006,2
2024-01-23,76.56659793725561,2
2024-01-24,73.32648343365118,2
2024-01-25,67.98083720518159,2
2024-01-26,66.85554865028075,2
2024-01-27,71.72171710027277,2
2024-01-28,65.37918377542775,2
2024-01-29,76.41010568049023,2
2024-01-30,74.1280404225245,2
2024-01-31,68.35788521763354,2
2024-02-01,64.00402914818193,2
2024-02-02,74.73855330957895,2
2024-02-03,69.59911054161584,2
2024-02-04,74.33235709190711,2
